inspection_id,law,violation_comments,corrective_comments
7704462,3-501.16,Prep line is holding several items from 43F to 44F.,****Some products are filled to high in the containers. Larger containers are used for storage which could be restricting air flow. Arrange storage and don't fill containers so full.
7704462,2-301.14,Disher loaded dirty dishes and wiped hands with a cloth then continued to work at putting clean dishes away.,***Hands should be washed once they become contaminated. Process corrected at inspection.
3608363,6-501.111(C),Observed mouse droppings in the office area: Please clean it up and set up traps(see fyi for control and cleanup).Recheck will be done in 14 days.,""
3608527,6-301.12,Restroom is lacking paper towels at start of inspection.,**Provided**
9903773,6-501.12,- There are spilled grains on floor in brewery grain storage room.- There is some food debris present on floors in walk-in cooler.- Kitchen hand sink faucets (frequent hand contact surfaces) are soiled.,"- Clean up food spills immediately to avoid attracting pests.- Clean frequent hand contact surfaces (like faucets, handles, etc.) often to prevent contaminating hands during food preparation tasks."
9903773,3-305.11,Baggie of ice cubes is stored in ice maker at bar. Exterior of baggie has not been cleaned and sanitized and therefore can contaminate stored ice for consumption.,Corrected during inspection.
6609093,4-203.12,"THE THERMOMETER IN THE INSERT COOLER WAS READING 41 F, BUT THE COOLER WAS READING 57 F - THERMOMETER WAS NOT CORRECT.",***CORRECTED*** THIS THERMOMETER WAS REMOVED FROM THE REFRIGERATOR.
6609093,3-501.16,THE 2 DOOR INSERT COOLER IN THE KITCHEN WAS HOLDING FOODS AT 57 F.THE BLACK BEANS IN THE HOT HOLDING UNIT WERE AT 123-129 F.,PHF IN THE INSERT COOLER WAS DISCARDED.THE BLACK BEANS WERE REHEATED. I WILL RECHECK ON THIS REFRIGERATOR IN 2 WEEKS.DO NOT USE IT UNTIL IT IS FIXED.
9005131,"3-302.11(A)(1,2)",Raw shell eggs stored over bag of onions.,Raw shell eggs were moved at time of inspection under onions.
6608327,6-501.114,OLD UNNECESSARY EQUIPMENT IN THE KITCHEN.,""
6608327,6-202.11,THE LIGHT IN THE BAR COOLER WAS NOT SHIELDED.,""
6608327,6-201.11,THE FLOORS IN THE BAR AND FLOOR AND WALLS IN KITCHEN IN DISREPAIR.,""
6608327,4-602.13,THE SIDES OF THE COOKLINE EQUIPMENT WAS SOILED.,""
6608327,"3-302.11(A)(1,2)",RAW FROZEN CHICKEN WAS STORED OVER ICE IN THE FREEZER IN THE BASEMENT.,***CORRECTED*** CHICKEN MOVED TO THE BOTTOM OF THE FREEZER.
6608327,5-202.12(A),THE KITCHEN HANDSINK NEAR THE DISHWASHER WAS LACKING COLD WATER.,***CORRECTED*** IT WAS TURNED OFF AND NOW TURNED BACK ON.
6608913,4-101.17,THERE IS EXPOSED WOOD IN THE KITCHEN AND IN THE BAR.,SEAL IT TO BE EASILY CLEANABLE.
6608913,3-304.15(B)(D)(E),OPERATOR HAS BOTH NITRILE AND LATEX GLOVES IN THE KITCHEN.,TAKE THE LATEX GLOVES HOME AND USE THE OTHERS.
6608913,5-205.15(B),THERE IS A LEAK FROM THE PIPING UNDER THE PREWASH SINK IN THE KITCHEN.,FIX.
6608913,4-302.14,"MISSING A FREE CHLORINE TEST KIT (HAS A QUATS KIT, BUT NEED THE OTHER FOR THE DISHWASHER).",PROVIDE.TAKE A PICTURE OF IT AND EMAIL IT TO ME.
6608913,4-302.12,OPERATOR IS LACKING A NEEDLE PROBE THERMOMETER.,PROVIDE.GET A NEEDLE PROBE THERMOMETER WITH A DIGITAL DISPLAY AND TAKE A PICTURE OF IT AND EMAIL IT TO ME.
6608913,6-301.12,THERE WERE NO PAPER TOWELS AT THE KITCHEN LINE HANDSINK AND AT THE BAR HANDSINK.,***CORRECTED*** TOWELS WERE PUT OUT.INSTALL DISPENSERS PLEASE.
6608913,2-301.14,SAW ONE COOK WIPE HANDS ON APRON AND LATER PUT A FROZEN BURGER ON THE GRILL AND TOUCH ONIONS AND TORTILLA WITHOUT WASHING HANDS.,***CORRECTED*** BY DISCUSSION AND WATCHING HER WASH HER HANDS AGAIN.
6608349,6-202.11,LIGHTS IN THE DRY STORAGE ROOM OFF THE THE FACTORY WERE NOT SHIELDED.,""
6608349,3-304.14,THE IN USE WIPING CLOTHS WERE LACKING SANITIZER.,""
6608349,7-201.11,CLEANERS WERE STORED OVER CUPS AND SOY MILK IN THE DRY STORAGE ROOM IN THE FACTORY AREA.,***CORRECTED*** CHEMICALS WERE MOVED TO THE FLOOR FOR NOW.
6608349,3-501.16,"OPERATOR HAD COOKED PASTERIES WITH HAM INSIDE OF THEM, AND COOKED RHUBARB ON TOP OUT AT ROOM TEMPERATURE IN A DISPLAY CASE.",THESE MUST BE HOT OR COLD ALWAYS.YOU MAY ALSO USE TIME WITH AN APPROVED TIMING PROCEDURE THROUGH OUR OFFICE.I LEFT A FORM FOR THIS.FOR NOW THE ITEMS WERE DATE AND TIME MARKED.
6608349,5-202.12(A),THERE WAS NO COLD WATER AT THE COFFEE ROASTING/PACKAGING AREA HANDSINK.,IT HAD BEEN TURNED OFF - NO LEAKS THOUGH.***CORRECTED*** TURNED BACK ON.
6608927,6-501.115,THERE WAS A LARGE DOG WALKED THROUGH THE SPACE TO THE WOOD SHOP ON THE OTHER SIDE.THERE WAS A CUSTOMERS DOG TIED UP AGAINST A WALL IN THE DINING ROOM.,I TOLD THE OWNER AND WORKERS ABOUT IT.I ASKED THEM TO TELL THE CUSTOMER TO TAKE THE DOG OUTSIDE.
8403875,"","",""
6609154,3-304.14,THE IN USE WIPING CLOTH BUCKET ON THE LINE AND IN USE WIPING CLOTHS WERE LACKING SANITIZER.,PROVIDE 100 PPM FREE CHLORINE.
6608812,5-202.13,OPERATOR INSTALLED A NEW CULINARY SINK WITH MEAT THAWING IN IT UNDER RUNNING WATER.THIS SINK HAS A DIRECT CONNECTION TO THE SEWER.,TAKE MEAT OUT AND INSTALL AN INDIRRECT CONNECTION ON THE FOOD SINK.I WILL RECHECK ON THIS.
6608812,5-205.11,THE HANDSINK IN THE BAR CLOSEST TO THE FRONT DOOR HAS A DEVICE ATTACHED TO THE FAUCET MAKING USE MORE DIFFICULT.,REMOVE THE DEVICE AND ATTACH IT TO THE FAUCET OF THE DUMP SINK INSTEAD.FOR NOW IT WAS DISCONNECTED FROM THE BAR HANDSINK. ***CORRECTED***
6608812,3-603.11,"SMALL MENU HAS A PARTIAL CONSUMER ADVISORY WITH THE RISK REMINDER STATEMENT AND ASTERISK.HOWEVER, IT IS STILL MISSING THE DISCLOSURE STATEMENT - DOES NOT INDICATE THE CEASER SALAD DRESSING AND AIOLIS CONTAIN RAW EGGS.DOES NOT INDICATE THAT THE STEAK OR BURGERS ARE COOKED TO ORDER.OTHER MENU DOES NOT LIST THE DISCLOSURE STATEMENT FOR THE SAME ITEMS AND IN ADDITON DOES NOT HAVE ASTERISKS OR RISK REMINDER ON CONSUMING RAW/UNDERCOOKED MEATS.","PROVIDE A CONSUMER ADVISORY AS IS STATED IN THE FLYER I GAVE TO YOU..MUST HAVE A RISK REMINDER ON ALL MENUS (CONSUMING RAW OR UNDERCOOKED MEATS..INCREASE YOUR RISK OF FOODBORNE ILLNESS).2. ASTERISK FOR THE MENU ITEM AND FOR THE STATEMENT BELOW.3.A DISCLOSURE ON WHAT THE RISK IS (EG.CEASAR DRESSING AND AIOLI CONTAINS RAW EGGS, BURGERS AND STEAKS ARE COOKED TO ORDER, ETC.)."
6608423,3-501.17,GARLIC AND OIL MIXTURE IN THE WALK-IN COOLER WERE NOT DATE LABELED.,GARLIC AND OIL MIXTURES MUST BE DATED AND USED INSIDE OF 7 DAYS AND MUST BE KEPT IN THE REFRIGERATORS.
8403957,4-703.11,No detectable sanitizer in 5rd sink of 3-sink manual dishwash station.,***CORRECTED*** Discussed issue. Auto feed system not properly functioning. Will add sanitizer manually until unit is repaired.
8403962,"","",""
6608449,2-401.11,THERE WAS AN OPEN DRINK CUP WITH BEVERAGE INSIDE AT THE MAINBAR FOR THE EMPLOYEE.,***CORRECTED*** TOLD EMPLOYEE TO COVER IT OR DISCARD IT.
6608686,6-202.14,CUSTOMER RESTROOMS WERE LACKING DOORS.,""
6608686,2-301.14,"EMPLOYEE PUT BURGERS ON THE GRILL TO COOK, AND THEN HANDLED BUNS WITHOUT WASHING HANDS.",***CORRECTED*** MANAGER WHEN AND SPOKE WITH HIM.BUNS WERE TOSSED AND EMPLOYEE WASHED HANDS.
6608350,97A,THIS FACILITY HAS SOME STYROFOAM TAKEOUT TRAYS.,""
6608350,4-204.112(A)(B)(D),MISSING A THERMOMETER IN THE 2 DOOR INSERT COOLER IN THE COOKLINE.,PROVIDE.
6608350,3-603.11,"OPERATOR HAS A RAW FISH COMSUMPSTION WARNING FOR CEVICHE ON HIS LARGE MENU BOARD, BUT NOT ON THE TAKE OUT MENU.",PROVIDE A TAKE OUT MENU WITH THE RISK REMINDER AND DISCLOSURE ABOUT THE RAW FISH IN THE CEVICHE.I WILL RECHECK EVERY 2 WEEKS UNTIL THIS IS FIXED.BE ADVISED RECHECK FEES WILL BE CHARGED FOR ANY RECHECK IN EXCESS OF 2 PER YEAR.
6608350,3-501.16,"BEANS IN A CONTAINER WAS ON TOP OF, BUT NOT INSIDE, THE STEAM TABLE AND AT 116 F.THERE WERE AROUND 9 CONTAINERS OF GARLIC, CHILI AND OIL ON TOP THE SNEEZE SHIELD SHELF OUT AT ROOM TEMPERATURE.","**CORRECTED*** REHEATED ON THE GRILL TOP.THESE GARLIC, OIL AND CHILI MIXTURES WERE STORED BELOW IN THE REFRIGERATOR.2 ITEMS OF IMPORTANCE: 1. THESE MUST BE REFRIGERATED AT ALL TIMES, AND IF OFF TEMPERATURE MORE THAN 4 HOURS YOU MUST DISCARD THEM. (BE SURE TO DATE LABEL THEM IF THEY LAST MORE THAN 24 HOURS.)2. YOU MAY ONLY SERVE THESE INDIVIDUALLY - NOT TO MULTIPLE CUSTOMERS(MAY NOT REUSE FOODS).IF YOU PLAN TO REUSE THIS FOOD, THEN YOU MUST HAVE A MONITORED SALSA BAR, NOT A TAKE AWAY CUP WITH A SPOON AND LID.I LEFT A PRINT OUT WITH THE LAW THAT OIL AND GARLIC MIXTURES ARE PHF ITEMS."
6608350,4-501.114(A),THE THIRD COMPARTMENT SINK WITH THE DISHES BEING SANITIZED INSIDE WAS LACKING SANITIZER.,***CORRECTED***SANITIZER WAS ADDED.
8604919,"","",""
9004848,3-501.14,Cooked shredded sweet pork holding between 114F - 118.5F on the counter in the kitchen. No time stamp to indicate when they start cooling this cooked shredded pork.,Corrected by PIC transferring this products to walk-in cooler for proper cooling within times allowed
9903799,6-202.11,Lights in kitchen are not shatterproof.,"Provide shatterproof bulbs. Note that until shatteproof bulbs are provided, if lights break during operation, operations must stop and all exposed foods discarded. All exposed dishes, equipment, and linens must be cleaned and sanitized before resuming operations."
9903799,4-501.12,"Prep board is worn with deep cuts, which makes it difficult to achieve effecting cleaning/sanitizing.","Restore/replace so that prep board is smooth, nonabsorbent, and easily cleanable."
9903799,4-602.11(E),Interior surfaces of ice machine have some mold buildup (between ice manifold and right side).,Clean and maintain.
9903799,4-302.14,Chlorine test papers are not available.,PROVIDE CHLORINE TEST PAPERS AND KEEP AVAILABLE FOR STAFF TO USE. I WILL RECHECK IN APPROXIMATELY 2 WEEKS.
9903799,7-202.12(A)(2)(3)(B),Solution used for sanitizing dishes at 3-compartment sinktests 200ppm chlorine. This strength can leave excess toxic residue on food contact surfaces.,CORRECTED DURING INSPECTION by diluting solution to 50ppm chlorine. Please train staff how to prepare sanitizing solution for food contact surfaces. See also requirement to have chlorine test papers available.
9903799,3-501.17,Open package of sliced pastrami in prep reach-in is not date marked. Employee working today does not know what day it was opened. Items on prep line sometimes last longer than 24 hours once opened/prepared.,"- Pastrami set aside and operator agrees not to use it until open date can be confirmed (must be <7 days ago). If open date can not be confirmed, DISCARD PASTRAMI. - Date mark any potentially hazardous foods (pesto, cream cheese, sliced meats, sliced tomatoes) when prepped or opened if they are not used the same day as prepped/opened. - I WILL RECHECK DATE MARKING IN APPROXIMATELY 2 WEEKS."
9903799,3-501.16,Soy milk in customer self service area has internal temperature of 45F.,"Remainder of soy milk discarded during inspection. ADJUST/REPAIR COOLER SO THAT FOODS STAY 41F COLDER (Note that if customers open and close door often, thermostat may need to be set below 41F to accommodate heavy use.) I WILL RECHECK IN APPROXIMATELY 2 WEEKS. - Until cooler is adjusted/repaired, soy milk and half and half will be kept in beer cooler or in ice on counter."
6205278,"","",""
6609178,6-303.11,THE LIGHT IN THE WALK-IN COOLER WASNOT ENOUGH - HARD TO READ CONTAINERS.,PROVIDE MORE LIGHT.
6609178,3-304.12,THE RICE SCOOPS WERE LEFT IN STILL WARM WATER BY THE RICE WARMER.,ADD ICE TO KEEP THEM COLD AND OUT OF THE TEMPERATURE DANGER ZONE.
6609178,5-202.12(A),THE KITCHEN HANDSINK HAD NO COLD WATER - TURNED OFF DUE TO WORKING ON THE ICE MACHINE.,FOR NOW OPERATOR HAS SET UP ONE OF THE THREE COMPARTMENT SINKS TO WASH HANDS AS A TEMPORARY MEASURE ONLY.FIX THIS SINK TO HAVE COLD AND HOT WATER BEFORE THE RECHECK INSPECTION IN A WEEK.
6609178,6-302.11,NO TOILET PAPER IN THE MEN'S RESTROOM.,PROVIDE.***CORRECTED****
8403878,"","",""
9005049,3-501.17,Some of BBQ pork and chicken and ham store in reach-in without date-mark. PIC stated that these products lasted for a few days. He cut and slices these lunch meats a few days ago.,Corrected by PIC labeling these lunch meats during inspection
9005049,3-501.16,Leafy-green and lunch meats is holding between 42F - 45F. PIC stated that during lunch times the open the prep-top-inserts frequently.,PIC corrected by readjusting the thermostat to the coolest level. After 35 minutes this unit is able to maintain at 40F.
9904000,2-303.11,Chef John wears a watch while doing kitchen tasks.,Do not wear hand/arm jewelry (other than plain wedding band) while doing food preparation tasks.
8403921,4-203.12,Two thermometers in upright refrigerator registering inaccurate temperatures.,***CORRECTED*** Accurate thermometer placed in refrigerator.
8403921,7-102.11,Spray bottles with toxic cleansers not labeled.,***CORRECTED*** Containers properly labeled.
8403921,4-602.11(E),Slime mold accumulation in ice maker.,""
8404181,4-602.11(E),Significant buildup of slime mold in ice maker.,Issue discussed. Agreed to clean and sanitize as possible.
6609142,4-903.12,"OPEN BOX OF CUPS ON THE FLOOR BY THE CASH REGISTER (MOPING THE FLOOR COULD CONTAMINATE CUPS.SPILLS, TOO.)",STORE OFF OF THE FLOOR.
6609142,3-501.16,RESTAURANT CHAINMADE CATSUP WAS OUT ON THE TABLE AT ROOM TEMPERATURE.,"EITHER KEEP REFRIGERATED OR PROVIDE OUR OFFICE WITH A FACT SHEET ON IT VERIFING THAT IT IS NOT A POTENTIALLY HAZARDOUS FOOD VIA A FOOD TESTING LAB, AND STATE VARIANCE IF NEEDED.I WILL RECHECK ON THIS VIOLATION."
6609142,7-201.11,THERE WAS A RED CLEANER IN A GALLON JUG OVER SALT AND PEPPER CONTAINERS IN THE OFFICE DRY STORAGE AREA.,***CORRECTED*** THE CLEANER WAS MOVED TO A SAFE LOCATION.
6609142,2-401.11,"EMPLOYEE HAD A COFFEE CONTAINER WITH A FILP TOP LID, BUT NO HANDLE OR FIXED STRAW.",MUST KEEP MOUTH AREAS AWAY FROM HAND AREAS.HAVE A HANDLE OR A FIX STRAW.A STRAW WAS PUT INTO THE CONTAINER OF COFFEE.I LEFT A PROPER DRINK CONTAINER FLYER.
9004830,4-601.11(A),Interior of the beer reach-in had some liquid waste and food stain,Corrected by PIC sanitizing and cleaning the interior of the reach-in.
6004062,5-205.11,WATER PURIFIER CONNECTED TO SPIGOT AT DEDICATED HANDWASH SINK. DEDICATED HANDSINK CANNOT BE USED FOR ANY OTHER PURPOSE OTHER THAN HANDWASHING.,**CORRECTED** WATER PURIFIER WILL NOT BE USED AT THE HANDSINK. IT CAN BE ATTACHED TO THE FOOD PREP SINK.
6608859,3-501.16,"THE 2 DOOR LOWBOY COOLER ACROSS FROM THE SERVICE AREA DISHWASHER WAS HOLDING AIR AT 46 F, AND CREAM INSIDE AT 48 F.",I WILL RECHECK ON THIS COOLER.DISCARD THE WHIPPED CREAM.
6608859,4-203.12,THE THERMOMETER IN THE SUSHI STYLE TAPAS COOLER WAS BROKEN.,***CORRECTED*** REMOVED BROKEN THERMOMETER.
6608859,3-603.11,"OPERATOR IS SERVING RAW OYSTERS ON THE 1/2 SHELL.THERE IS A DISCLOSURE AND RISK REMINDER, BUT NO ASTERISK LINKING THE MENU ITEM TO THE VERY SMALL TYPE BELOW WERE THE DISCLOSURE AND THE RISK REMINDER ARE LOCATED.",ADD AN ASTERISK TO THE MENU ITEM OF THE OYSTERS ON THE 1/2 SHELL.I WILL RECHECK ON THIS.I LEFT AN INFORMATIONAL FLYER ON THE CONSUMER ADVISORY.
6608859,2-401.11,WORKER IN THE BACK HAD AN UNAPPROVED DRINK CUP (NO HANDLE OR STRAW).,***CORRECTED*** WORKER TOOK THE CUP TO PUT A STRAW IN IT.I LEFT A PROPER DRINK CONTAINER FLYER.
6609192,3-603.11,THE STEAKS AND RABBIT LIVER MOUSSE DO NOT DISCLOSURE THAT THEY ARE COOKED MEDIUM RARE.THE RABBIT LIVER MOUSSE DOES NOT HAVE AN ASTERISK ON THE MENU ITEM INDICATING THAT IT IS UNDER COOKED.,***CORRECTED*** OPERATOR WROTE ON THE MENU THE CHANGES AND GAVE IT TO HIS OFFICE STAFF TO CHANGE THE MENU.OFFICE STAFF CHANGED THE MENU IN THE COMPUTER BEFORE I LEFT.GOOD.
6608418,3-603.11,"THE DAILY MENU SHEET HAD STEAKS AND DID NOT HAVE A RISK REMINDER, DISCLOSURE ON COOKING, NOR AN ASTERISK INDICATOR.THE MAIN MENU HAD A RISK REMINDER, BUT NO DISCLOSURE ON HOW FOODS ARE COOKED AND NO INDICATOR ASTERISK LINKING THE MENU TO THE STATEMENTS BELOW.",FIX BEFORE THE RECHECK INSPECTION.I LEFT A FLYER ON THE RISK ADVISORY.
6608418,3-501.18(A),THE COOKED GARLIC SPREAD WAS DATED 6/2 AND 6/4 IN THE WALK-IN COOLER (TODAY IS 6/11).,***CORRECTED*** DISCARDED.
6608418,"3-302.11(A)(1,2)",THERE WAS SOME RAW FROZEN FISH STORED OVER CORN AND OYSTER SHOOTERS IN THE 2 DOOR UPRIGHT FREEZER.,***CORRECTED*** MOVED TO THE BOTTOM SHELF.
6608418,3-203.12,OPERATOR WAS NOT DATING THE SHELLFISH TAGS WITH THE DATE THAT THEY WERE USED UP.,WRITE THE DATE IN THE UPPER CORNER OF THE DATE WHEN THEY WERE USED UP.
6608889,3-603.11,NEW MENU HAS OYSTERS ON THE 1/2 SHELL WITHOUT DISCLOSURE OR INDICATOR ABOUT BEING RAW.CEASER DRESSING IS LACKING THE SAME PARTS AND CONTAINS RAW EGGS.SAME WITH OTHER SAUCE WITH RAW EGGS.,"PROVIDE A COMPLETE CONSUMER ADVISORY FOR THESE MENU ITEMS.MUST HAVE AN INDICATOR FOR EACH UNDER COOKED/NOT COOKED MEAT ITEM, A DISCLOSURE THAT IT IS SERVED THIS WAY, AND A RISK REMINDER THAT IS SPECIFIED IN THE SENTENCE NUMBER 2 ABOVE.ON THE FIRST ROUTINE INSPECTION I LEFT A CONSUMER ADVISORY SHEET.PLEASE REFER TO IT.DID NOT DOUBLE THE POINTS FOR A REPEAT VIOLATION FOR IT WAS NOT EXACTLY THE SAME VIOLATION AS LAST VISIT."
6608889,4-703.11,KITCHEN DISHWASHER FINAL RINSE WAS LACKING SANITIZER EVEN AFTER 3 CYCLES - SANITIZER BUCKET WAS OUT OF SANITIZER.,***CORRECTED*** EMPLOYEE CHANGED THE BUCKET AND PRIMED THE MACHINE AND NOW HAS SANITIZER IN THE FINAL RINSE.
6004223,6-202.11,LIGHTING ABOVE FOOD PREP AREA NOT SHIELDED.,PROVIDE COVER FOR LIGHTING. RECOMMEND CLEAR PLASTIC COVERS OVER BULBS.
6004223,6-202.15(A)(D),SEVERAL OUTER OPENINGS INTO FACILITY ALLOWING RAT INFESTATION.,OWNER HAS CONTACTED PEST CONTROL AND ENTRY WAYS WILL BE SEALED DURING UPCOMING VISIT.
6004223,6-501.111(C),"RAT INFESTATION ON PREMISES, DROPPINGS FOUND IN SEVERAL AREAS IN KITCHEN; CUTTING BOARD CHEWED ON SANDWICH COOLER.","**CORRECTED** A PEST CONTROL SERVICE WAS CONTACTED, CRITTER CONTROL, AND HAS ALREADY VISITED THE FACILITY AND WILL RETURN TO CORRECT INFESTATION. A RE-INSPECTION WILL OCCUR WITHIN TWO WEEKS. ALSO, OWNER WILL DISCARD PLASTIC CUTTING BOARD THAT HAS BEEN CHEWED ON."
6004223,3-501.16,"2-DOOR SANDWICH COOLER - OPEN PACKAGE OF ROASTED RED PEPPER SPREAD, HELD OVER 4 HOURS AT 50 F. (6) TURKEY AND CHEESE SANDWICHES HELD OVER 4 HOURS AT 47-48 F. ALSO, OPEN PACKAGE OF MOZZERALLA TEMPED AT 45 F, THAWED IN COOLER. ALSO, MILK IN FRONT 7-DOOR COOLER HOLDING AT 45 F HELD AT TEMP LESS THAN 4 HOURS.","**CORRECTED BY DISCARDING SANDWICHES, ADJUSTED (TEMPERATURE DIAL, TEMPERATURE IN SANDWICH COOLER NOW IS 38 F. ICE ADDED TO BUS TUB HOLDING MILK IN 7-DOOR COOLER (THIS IS A TEMPORARY FIX ONLY). A RE-INSPECTION WILL OCCUR TO CHECK 7-DOOR REFRIGERATOR IS WORKING (OWNER MAY PURCHASE A NEW REFRIGERATOR AND USE EXISTING ONE FOR STORAGE)."
8404128,6-301.12,No hand drying provision at bar hand sink.,***CORRECTED*** Issue discussed. Paper towels provided.
6105877,3-501.18(A),"TWO GALLON JUGS OF LOWFAT MILK THAT WERE HALF FULL AND 3 FULL UN-OPENED GALLON JUGS OF LOWFAT MILK HAD A USE BY DATE OF 7.2.2014, INSPECTION DATE WAS 7.8.2014.",***CORRECTED*** PIC DISCARDED ALL MILK.
9903909,4-602.11(E),Ice chute on soda dispenser has some mildew buildup. Also some mold buildup visible on interior surfaces of drain pipes for soda/ice machine.,Deep clean and maintain.
9903909,4-101.11(B)-(E),"Silicone-like sealant/caulking has come loose from interior surface of ice machine, creating potential for pieces of the plastic to fall into ice.",Corrected during inspection by removing loose caulking.
9903909,3-304.12,Rice scoop at steam table is stored in water that is 116F between uses. Chef states it is rotated out with clean scoop about hourly.,Store rice scoop in >135F water or in rice between uses.
8404028,"","",""
6608337,3-603.11,OPERATOR MAKES THEIR OWN CEASER DRESSING WITH RAW EGGS.THERE IS NO DISCLOSURE STATEMENT ON THE MENU AND NO ASTERISK LINKING THE MENU ITEM TO THE RISK REMINDER BELOW.RISK REMINDER IS LESS THAN 11 POINT FONT.,"PROVIDE A LARGER RISK REMINDER, A DISCLOSURE STATEMENT, AND AN ASTERISK ON THE MENU ITEM.I WILL RECHECK ON THIS.IF YOU WANT, INSTEAD OF A RECHECK INSPECTION, YOU CAN EMAIL ME A COPY OF THE CORRECTIONS YOU HAVE DONE TO YOUR MENU.MY EMAIL ADDRESS IS JOHN.M.MCLUCKIE@MULTCO.US."
8403848,3-501.17,Deli meat in walk-in refrigerator not properly date-marked.,***CORRECTED*** Item properly date-marked.
8403848,3-501.16,Sausage patties and black beans being hot-held on cookline noted at 78Â°F and 76Â°F respectively,***CORRECTED*** Sausage and beans discarded.
8403848,3-202.18(A),No identifying information for fresh mussels in walk-in refrigerator.,***CORRECTED*** Shellstock discarded.
8404195,3-501.18(A),"Partially used cooked, whole roast beef past discard date.",***CORRECTED*** Item discarded.
8404195,3-501.16,Top end of right-side prep cooler on cookline holding at 54°F. Cabinet ambient temperature noted at 50°F,"***CORRECTED*** PHFs ( sausage, beef, salmon ) discarded. Left-side prep cooler to be used for proteins and other PHFs"
8404195,4-601.11(A),Slicer blade and guard soiled with dried food debris.,***CORRECTED*** Slicer broken down and put through dish machine and CIP
8404195,6-301.12,No paper towels available at kitchen hand sink.,***CORRECTED*** Paper towels provided.
6609247,6-202.11,LIGHTS IN BACK PREP AREA WERE NOT SHIELDED IN 1/2 OF THIS AREA.,PROVIDE SHIELDS.
6609247,3-304.12,ICE SCOOPS ON TOP OF DUSTY ICE MACHING.,STORE ON A WASHABLE TRAY AND KEEP THE TRAY WASHED AND SANITIZED.
6609247,4-702.11,"THE DISHWASHER FINAL RINSE WAS LACKING ENOUGH SANITIZER - VERY, VERY FAINT BLUE COLOR (WELL UNDER 50 PPM).",***CORRECTED*** EMPLOYEE WENT TO THE STORE AND BOUGHT SOME MORE SANITIZER AND INSTALLED IT.NOW FINAL RINSE HAS BETWEEN 50-100 PPM FREE CHLORINE.
6609247,3-203.12,OPERATOR IS NOT DATING THE SHELLFISH TAGS AND SHELLFISH LIDS AS TO WHEN THEY WERE USED UP.,START TODAY BY DATING THE TAGS BEFORE PLACING THEM IN THE STORAGE CONTAINER.
9004995,5-205.11,"At the noodle station, the handsink is blocked. Lots of pots and pans stored infront of the handsink.",Do not store anything infront of the handsink. You clear and easy access to wash your hands at the handwashing sink.
9004995,"3-501.19(B)(1,3,4)(C)(1,4,5)",Sushi rice lacked time-mark. PIC stated that they cooked the sushi rice at 11:30AM.,Corrected by PIC labeling sushi rice with start and end times
6609181,4-204.112(A)(B)(D),MISSING A VISIBLE THERMOMETER IN THE BASEMENT WALK-IN COOLER.,""
6609181,6-501.12,"FLOORS, HOODS, FANS, WALLS, COOKLINE,AND MOST SURFACES OF THE KITCHEN WERE SOILED.","CLEAN, CLEAN, CLEAN."
6609181,4-903.11,THERE WERE OPEN BOXES OF SINGLE SERVICE ITEMS ON THE FLOOR OF THE BASEMENT.,""
6609181,6-501.111(C),"THERE WERE MANY SMALL FLIES IN THE KITCHEN,, BAR AND SERVICE AREA.",I WILL RECHECK ON THIS IN 2 WEEKS.FOLLOW ALL STEPS LISTED IN THIS REPORT.OBTAIN A PROFESSIONAL PEST SERVICE.
6609181,4-302.12,MISSING A NEEDLE PROBE THERMOMETER.,OBTAIN BEFORE NEXT RECHECK INSPECTIOIN.
6609181,3-501.17,COOKED MEATS IN THE BASEMENT WALK IN COOLER WERENOT DATE LABELED.,***CORRECTED*** LABELED.
6609181,3-501.16,THE SIDE 2 DOOR INSERT COOLER HAD FOOD INSIDE AT 60-63 F.THE OTHER 2 DOOR LOWBOY COOLER WAS HOLDING FOODS AT 53 F.,"ALL PHF WAS DISCARDED.FIX COOLER/REPLACE BEFORE MY RECHECK INSPECTION.IN THE MEANTIME, USE THE OTHER UPRIGHT COOLER FOR HOLDING PHF UNTIL FIXED."
8605225,6-303.11,Inadequate light in walk-in refrigerator.,""
8605225,4-501.18,Sanitizing solution in 3-sink station noted to have significant food debris.,""
9903649,4-302.14,Chlorine test papers for testing sanitizer levels in bar dishwasher and wiping cloth buckets can not be located during inspection.,Provide chlorine test papers. I will re-inspect within in approximately 2 weeks. Provided small supply of test papers to use until replacement.
9903649,3-501.16,"On prep line and within this reach-in cooler in grill area, potentially hazardous foods are >41F. Prep line: Sliced tomatoes 49F, coleslaw 46F. Inside reach-in: Tuna salad 52F, sliced turkey/ham 52F, Roast beef slices 48F.","Adjust/repair/replace this unit so that it holds foods 41F or colder. I will re-inspect cold holding in approximately 2 weeks. - Potentially hazardous foods >41F and that had been in this unit for >4 hours discarded during inspection. - UNTIL UNIT IS REPAIRED, use Time Policy (4 hour rule) for potentially hazardous foods in this unit. When PHF are placed into unit, mark discard time (4 hours from time food placed in unit). PHF in unit <4 hours time marked during inspection. ENSURE THAT NIGHT STAFF KNOW NOT TO STOCK THIS UNIT WITH PHF TO BE STORED OVERNIGHT."
9903649,6-301.12,"Paper towels are not supplied at middle compartment sink by dishwasher. This sink is used as hand sink when not in use for dishwashing, since other hand sink in grill area is not easily accessible to both grill workers.",CORRECTED DURING INSPECTION. Keep hand sinks stocked with soap and paper towels at all times.
